,train,val,test
247622,True,False,False
246215_607233002,True,False,False
247577,True,False,False
247587,True,False,False
247608,True,False,False
247656,True,False,False
247637,True,False,False
247193,True,False,False
247738,True,False,False
248094,True,False,False
248090,True,False,False
248109,True,False,False
248181,True,False,False
248150,True,False,False
248184,True,False,False
248216,True,False,False
248255,True,False,False
247571_581243002,True,False,False
247574_581242009,True,False,False
247590_581975001,True,False,False
247712_584444012,True,False,False
247904_583194001,True,False,False
247791_591555010,True,False,False
247898_583187001,True,False,False
247663_587829001,True,False,False
245937_595088002,True,False,False
247685_588194030,True,False,False
247687_588162004,True,False,False
247493_589943001,True,False,False
247487_,True,False,False
247817_591099007,True,False,False
247850_,True,False,False
247835_,True,False,False
244436_623280006,True,False,False
247763_592027001,True,False,False
246518_,True,False,False
248086_593532002,True,False,False
247882_594240001,True,False,False
245938_595131001,True,False,False
245934_594991001,True,False,False
247550_,True,False,False
245954_596076006,True,False,False
245945_595691002,True,False,False
245956_596109001,True,False,False
245904_597779001,True,False,False
245932_598064002,True,False,False
245723_599545012,True,False,False
245862_598653014,True,False,False
245761_600226004,True,False,False
245804_,True,False,False
245784_,True,False,False
245793_602155009,True,False,False
245797_,True,False,False
245823_603308004,True,False,False
245836_603631003,True,False,False
245851_603625001,True,False,False
245861_,True,False,False
246081_,True,False,False
246481_615202007,True,False,False
246230_605521003,True,False,False
246381_614451003,True,False,False
246203_606948001,True,False,False
246241_608313003,True,False,False
246430_618866002,True,False,False
246267_609996002,True,False,False
246379_614335002,True,False,False
246368_613703009,True,False,False
246389_614701002,True,False,False
246444_615719010,True,False,False
244352_630624006,True,False,False
246434_618740002,True,False,False
244325_620612004,True,False,False
244351_,True,False,False
245260_627213012,True,False,False
245247_627345002,True,False,False
245278_627691002,True,False,False
245284_628547007,True,False,False
244319_629728012,True,False,False
244364_631524002,True,False,False
244394_631718009,True,False,False
244565_656451009,True,False,False
244612_657481010,True,False,False
245183_655848001,True,False,False
244514_656244015,True,False,False
244507_656262003,True,False,False
244521_656605010,True,False,False
244637_658286001,True,False,False
244398_659401001,True,False,False
244525_662487008,True,False,False
244509_662438007,True,False,False
244522_662475006,True,False,False
244345,True,False,False
244655_663828007,True,False,False
244670_664015010,True,False,False
244843_665425002,True,False,False
244997_666623002,True,False,False
245060_668066002,True,False,False
245071_669533001,True,False,False
244306,True,False,False
244405,True,False,False
244362,True,False,False
244422,True,False,False
244462,True,False,False
244486,True,False,False
244513,True,False,False
245371_683442002,True,False,False
245377_683801002,True,False,False
245400_684215001,True,False,False
245305_685908002,True,False,False
245326_,True,False,False
245320_687141012,True,False,False
255358,True,False,False
255367,True,False,False
255290,True,False,False
255222,True,False,False
255283,True,False,False
255298,True,False,False
255296,True,False,False
255304,True,False,False
255322,True,False,False
255400,True,False,False
255407,True,False,False
257029_754767001,True,False,False
257311_767909001,True,False,False
257083_756942003,True,False,False
257110_757591001,True,False,False
257227_761551001,True,False,False
257251_762784004,True,False,False
257272_765192001,True,False,False
257299_767142001,True,False,False
258184_774707002,True,False,False
"258160_776839^1A,1B^A18",True,False,False
"258111_781724^1A,1B^A23",True,False,False
"257982_782254^1A,1B^A18",True,False,False
258076,True,False,False
258073,True,False,False
247092,True,False,False
247604_582391010,True,False,False
247527,True,False,False
247595,True,False,False
247624,True,False,False
247659,True,False,False
247679,True,False,False
247664,True,False,False
247688,True,False,False
248107,True,False,False
248171,True,False,False
248224,True,False,False
248212,True,False,False
247567_581184003,True,False,False
247594_582028001,True,False,False
245733_,True,False,False
247749_,True,False,False
247896_583052002,True,False,False
247804_585665001,True,False,False
247836_585998003,True,False,False
247672_587919004,True,False,False
247870_590541002,True,False,False
247859_590739001,True,False,False
247757_592172006,True,False,False
248091_593426003,True,False,False
245067_669345006,True,False,False
248095_593423008,True,False,False
247899_593940011,True,False,False
247880_594370002,True,False,False
248078_593831002,True,False,False
245759_600249014,True,False,False
247520_594507001,True,False,False
245951_595842002,True,False,False
246534_,True,False,False
245741_598339001,True,False,False
245875_599072001,True,False,False
245766_600563002,True,False,False
245746_600109001,True,False,False
245768_600601001,True,False,False
245826_603325008,True,False,False
245807_,True,False,False
245830_603452002,True,False,False
245835_,True,False,False
246101_604078002,True,False,False
246219_605855004,True,False,False
246207_607225002,True,False,False
246212_607223001,True,False,False
246205_606941005,True,False,False
246234_608004002,True,False,False
246245_608572002,True,False,False
246273_610145002,True,False,False
246269_610112001,True,False,False
246295_612677009,True,False,False
246409_614740002,True,False,False
246415_614730003,True,False,False
246487_615051001,True,False,False
244384_621852004,True,False,False
244341_621331012,True,False,False
244390_621990013,True,False,False
244404_622409002,True,False,False
244418_622759001,True,False,False
244453_623461003,True,False,False
244471_624333010,True,False,False
244490_625328009,True,False,False
245166_626537001,True,False,False
244302_629075002,True,False,False
244549_656452001,True,False,False
244660_664242008,True,False,False
244320,True,False,False
244454_660524001,True,False,False
244438_659956008,True,False,False
244698_664469003,True,False,False
244755_664460002,True,False,False
244857_665672003,True,False,False
245064_668422008,True,False,False
245047_667676003,True,False,False
244317,True,False,False
244348,True,False,False
244395,True,False,False
244459,True,False,False
245363_681233001,True,False,False
245334_678850005,True,False,False
245330_,True,False,False
245342_679861008,True,False,False
245344_681243008,True,False,False
245401_684606007,True,False,False
245404_684803002,True,False,False
245296_685436002,True,False,False
245294_685229001,True,False,False
245407_684812002,True,False,False
245298_685444002,True,False,False
257178_759622003,True,False,False
255246,True,False,False
255240,True,False,False
255259,True,False,False
255230,True,False,False
255292,True,False,False
255314,True,False,False
255330,True,False,False
255365,True,False,False
255372,True,False,False
255396,True,False,False
255420,True,False,False
257041_755183017,True,False,False
257022_754771004,True,False,False
257091_757122002,True,False,False
257147_759391001,True,False,False
257210_760377016,True,False,False
257219_760848001,True,False,False
257240_762105016,True,False,False
257284_766219002,True,False,False
257276_765812004,True,False,False
257307_767762001,True,False,False
257303_767621001,True,False,False
257330_768882015,True,False,False
257588_769881030,True,False,False
257045_772025026,True,False,False
"258117_781508^BD,1A^A24",True,False,False
258176_775163002,True,False,False
258173_775661003,True,False,False
"258158_777049^1A,1B^",True,False,False
258145_778210001,True,False,False
258104_,True,False,False
258049,True,False,False
257952,True,False,False
247599,True,False,False
247616,True,False,False
247631,True,False,False
247185,True,False,False
247985,True,False,False
247390,True,False,False
248161,True,False,False
247578_581473001,True,False,False
247709_584422001,True,False,False
247737_584727003,True,False,False
247762_,True,False,False
247697_588910002,True,False,False
247554_589092002,True,False,False
247743_588896002,True,False,False
247524_589290007,True,False,False
247511_589507002,True,False,False
245892_,True,False,False
245916_597895006,True,False,False
245736_598252002,True,False,False
245865_598718001,True,False,False
245854_598505011,True,False,False
245872_599034001,True,False,False
245754_,True,False,False
245819_603323001,True,False,False
246124_604524002,True,False,False
246210_607375001,True,False,False
246264_,True,False,False
246301_612364001,True,False,False
244367_621523007,True,False,False
244333_620629008,True,False,False
244485_624612002,True,False,False
245100_626023002,True,False,False
245283_628534010,True,False,False
244347_630464002,True,False,False
245086_659227002,True,False,False
245090_659261007,True,False,False
245088_659285001,True,False,False
244415_659639007,True,False,False
244461_661194001,True,False,False
244559_662856002,True,False,False
244534_662676002,True,False,False
244659_663992006,True,False,False
244788_664625001,True,False,False
244841_664802002,True,False,False
244814_664614009,True,False,False
244990_666633009,True,False,False
245043_667239002,True,False,False
245073_668784001,True,False,False
245075_669913005,True,False,False
244446,True,False,False
244371,True,False,False
244385,True,False,False
244410,True,False,False
244417,True,False,False
244499,True,False,False
244479,True,False,False
244495,True,False,False
244523,True,False,False
245336_679087002,True,False,False
245301_685775012,True,False,False
245312_686086002,True,False,False
245328_686401015,True,False,False
245314_686838002,True,False,False
245323_686863004,True,False,False
245317_687252002,True,False,False
257034_754971004,True,False,False
255197,True,False,False
255200,True,False,False
255220,True,False,False
255235,True,False,False
255227,True,False,False
255262,True,False,False
255281,True,False,False
255275,True,False,False
255266,True,False,False
255289,True,False,False
255300,True,False,False
255294,True,False,False
255338,True,False,False
255302,True,False,False
255342,True,False,False
255306,True,False,False
255318,True,False,False
255376,True,False,False
255387,True,False,False
255392,True,False,False
255383,True,False,False
255403,True,False,False
255415,True,False,False
255439,True,False,False
257051_755381002,True,False,False
257063_755852001,True,False,False
257057_755606001,True,False,False
257098_757129002,True,False,False
257123_758258026,True,False,False
257162_759402003,True,False,False
257071_757000001,True,False,False
257102_757381001,True,False,False
257202_760133001,True,False,False
257129_758260022,True,False,False
257183_759621001,True,False,False
257191_759648005,True,False,False
257223_760850004,True,False,False
257243_762103001,True,False,False
257231_761586001,True,False,False
257247_762796006,True,False,False
257263_764946001,True,False,False
257317_,True,False,False
257337_768917030,True,False,False
257339_769244028,True,False,False
257334_768916037,True,False,False
257581_769882024,True,False,False
257601_770784027,True,False,False
257981,True,False,False
258187_774250001,True,False,False
258165_776568002,True,False,False
"258169_776146^1A,1B^A25",True,False,False
"258162_776838^1,2A^A18",True,False,False
258151_777788004,True,False,False
258155_777745002,True,False,False
258018,True,False,False
258139_778922002,True,False,False
258131_779591003,True,False,False
258136_,True,False,False
258127_780542002,True,False,False
"258120_781272^1A,1B^A18",True,False,False
257911_,True,False,False
"257964_782473^1A,1B^A24",True,False,False
257954_782676001,True,False,False
"257972_782475^1A,1B^A24",True,False,False
257945_782721001,True,False,False
258099,True,False,False
257930_783706002,True,False,False
258095,True,False,False
258088,True,False,False
257921_784002001,True,False,False
258068,True,False,False
258053,True,False,False
258085,True,False,False
258060,True,False,False
258056,True,False,False
258024,True,False,False
258039,True,False,False
258028,True,False,False
258032,True,False,False
258036,True,False,False
258005,True,False,False
257995,True,False,False
244377_631846008,True,False,False
246260_,True,False,False
245953_595964002,True,False,False
245879_599365001,True,False,False
247060,True,False,False
247079,True,False,False
247558,True,False,False
247582,True,False,False
247572,True,False,False
247921_583842009,True,False,False
247605,True,False,False
247651,True,False,False
247278,True,False,False
247670,True,False,False
247302,True,False,False
247325,True,False,False
248080,True,False,False
248105,True,False,False
248111,True,False,False
248139,True,False,False
248126,True,False,False
248134,True,False,False
248232,True,False,False
248243,True,False,False
247557_580749016,True,False,False
247553_580536001,True,False,False
247868_586692011,True,False,False
247517_580858001,True,False,False
247538_581033009,True,False,False
247600_,True,False,False
247586_581653001,True,False,False
247874_582429001,True,False,False
247914_583656009,True,False,False
247910_583436008,True,False,False
247906_583209001,True,False,False
247916_583819010,True,False,False
247923_583981002,True,False,False
247735_584596010,True,False,False
247767_585171002,True,False,False
247532_594821001,True,False,False
247823_585837001,True,False,False
247827_585855002,True,False,False
247617_587008002,True,False,False
245878_599128009,True,False,False
247864_586605002,True,False,False
247613_586733002,True,False,False
247858_586583010,True,False,False
247642_587400008,True,False,False
247623_587181003,True,False,False
247662_587732002,True,False,False
247653_587622001,True,False,False
247707_588309002,True,False,False
247705_588925005,True,False,False
247741_589068011,True,False,False
247486_590251003,True,False,False
247505_589671001,True,False,False
247501_589801001,True,False,False
247491_590104009,True,False,False
247863_590674002,True,False,False
247857_590734012,True,False,False
247810_591247002,True,False,False
247779_591715008,True,False,False
245870_598870008,True,False,False
248096_592282001,True,False,False
248079_593590009,True,False,False
247892_594249012,True,False,False
248039_593930001,True,False,False
247525_594527002,True,False,False
245940_,True,False,False
245946_595698008,True,False,False
245949_595809002,True,False,False
245884_,True,False,False
245887_,True,False,False
245815_603147010,True,False,False
245890_,True,False,False
245898_597463001,True,False,False
245731_598143001,True,False,False
245901_,True,False,False
245722_598092001,True,False,False
245868_598891003,True,False,False
245718_,True,False,False
245751_600150003,True,False,False
245773_600913006,True,False,False
245726_599802002,True,False,False
245757_600241008,True,False,False
245778_601234001,True,False,False
245790_601954009,True,False,False
245796_,True,False,False
245813_603128002,True,False,False
245811_,True,False,False
245853_603804007,True,False,False
245820_603312003,True,False,False
245847_,True,False,False
246151_,True,False,False
246176_605205001,True,False,False
246180_605374003,True,False,False
246502_,True,False,False
246187_605373002,True,False,False
246233_605534002,True,False,False
246216_606194001,True,False,False
246199_606365002,True,False,False
246208_607838001,True,False,False
246236_608216002,True,False,False
246248_,True,False,False
246251_609386008,True,False,False
246259_609521002,True,False,False
246254_,True,False,False
246271_610147002,True,False,False
246277_610143001,True,False,False
246362_613611002,True,False,False
246374_613784007,True,False,False
246372_613623002,True,False,False
246386_614573010,True,False,False
246384_614444002,True,False,False
246474_615219002,True,False,False
246460_615361001,True,False,False
246393_,True,False,False
244468_624112001,True,False,False
244313_620528012,True,False,False
244381_621691016,True,False,False
244336_621351002,True,False,False
244354_621532002,True,False,False
244441_623287010,True,False,False
244460_623941014,True,False,False
244481_624604001,True,False,False
245141_626541007,True,False,False
245226_626860003,True,False,False
245287_628721002,True,False,False
244339_630112011,True,False,False
244579_657493002,True,False,False
244451_659993003,True,False,False
244464_661415003,True,False,False
244840_664618001,True,False,False
244603_663832002,True,False,False
244931_666055002,True,False,False
244939_665864003,True,False,False
245040_666615008,True,False,False
244337,True,False,False
244305_629062003,False,True,False
245132_626201002,False,True,False
248198,False,True,False
247497_589809001,False,True,False
258142_778486026,False,True,False
244424_622922005,False,True,False
244630_657362007,False,True,False
247353,False,True,False
245063_668272001,False,True,False
244634_663840003,False,True,False
247684,False,True,False
247601,False,True,False
244429_623111010,False,True,False
245273_627374005,False,True,False
246412_614745007,False,True,False
245082_658290009,False,True,False
244359,False,True,False
245902_597605003,False,True,False
245833_603526001,False,True,False
245910_597777001,False,True,False
"258102_782018^1B,1C^A18",False,True,False
255347,False,True,False
246326_613425010,False,True,False
257255_762801005,False,True,False
246305_612679002,False,True,False
247643,False,True,False
247875_590507004,False,True,False
255423,False,True,False
246108_,False,True,False
244930_666053001,False,True,False
247890_582952012,False,True,False
257569_769642018,False,True,False
257216_760469001,False,True,False
257155_759390001,False,True,False
244433,False,True,False
244335,False,True,False
255379,False,True,False
255270,False,True,False
257971,False,True,False
248024_593914006,False,True,False
257078_756939001,False,True,False
255285,False,True,False
245046_667438012,False,True,False
"258124_780788^1A,1B^A24",False,True,False
257235_761811003,False,True,False
255253,False,True,False
245926_597920014,False,True,False
244301,False,True,False
258191_774208001,False,True,False
255334,False,True,False
244487_661821007,False,True,False
245775_600932001,False,True,False
247570,False,True,False
247628_587329002,False,True,False
247519_589374003,False,True,False
245867_598785001,False,True,False
247881_582580002,False,True,False
247589,False,True,False
245737_599922001,False,True,False
247534,False,True,False
247797_,False,True,False
244321_620632001,False,True,False
245742_600112001,False,True,False
245942_595419001,False,True,False
247198,False,True,False
246198_606208001,False,True,False
246114_604414001,False,True,False
247885_,False,True,False
245275_627411012,False,False,True
246257_,False,False,True
247803_591373003,False,False,True
246247_,False,False,True
257139_759165001,False,False,True
245829_603454001,False,False,True
257296_766686002,False,False,True
258092,False,False,True
244496_625656006,False,False,True
245810_,False,False,True
257117_758051001,False,False,True
245304_685907001,False,False,True
244411_659421011,False,False,True
246377_613789001,False,False,True
247543,False,False,True
247321,False,False,True
257331_768639030,False,False,True
257323_768648032,False,False,True
245310_687426001,False,False,True
255209,False,False,True
247638_589050003,False,False,True
257956,False,False,True
245291_628725004,False,False,True
258065,False,False,True
247929_584280008,False,False,True
247533_589234002,False,False,True
257136_758429021,False,False,True
247544_,False,False,True
245838_603618004,False,False,True
247887_,False,False,True
247678_587935004,False,False,True
245311_686018009,False,False,True
245375_683596011,False,False,True
255205,False,False,True
245091_659396008,False,False,True
245372_683551004,False,False,True
255413,False,False,True
245232_626875001,False,False,True
245280_628189002,False,False,True
246262_609646018,False,False,True
247828_590980007,False,False,True
255213,False,False,True
246278_610152008,False,False,True
244452,False,False,True
257268_764947001,False,False,True
257937_,False,False,True
257292_766617009,False,False,True
255326,False,False,True
257288_766419028,False,False,True
258180_774757002,False,False,True
245398_684212002,False,False,True
248057_593814001,False,False,True
246222_605713003,False,False,True
245092_625837004,False,False,True
244358_631336010,False,False,True
244328_630012010,False,False,True
245897_,False,False,True
247609_582573002,False,False,True
246171_,False,False,True
245777_600957002,False,False,True
245893_,False,False,True
245800_602496001,False,False,True
245749_600148002,False,False,True
248099_592218001,False,False,True
245930_,False,False,True
244375_621723008,False,False,True
247815_585691010,False,False,True
247909_583371001,False,False,True
